Location,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,"NbTotEnregistrements
(nuls ou non)"
Adelaide,0.0,0.06263701847792046,0.09395552771688068,3.194487942373943,46.633260256811774,44.59755715627936,0.8142812402129659,0.8142812402129659,8.581271531475101,0.5010961478233636,0.15659254619480112,0.15659254619480112,0.15659254619480112,0.15659254619480112,0.2505480739116818,0.2192295646727216,100.0,100.0,0.15659254619480112,0.1252740369558409,3.194487942373943,3.225806451612903,3193
Albany,0.0,2.0723684210526314,1.776315789473684,0.7894736842105263,9.539473684210527,17.105263157894736,100.0,100.0,8.125,25.756578947368418,2.0065789473684212,24.111842105263158,1.611842105263158,23.55263157894737,0.8223684210526315,0.8223684210526315,1.25,23.388157894736842,1.2828947368421053,23.42105263157895,0.7894736842105263,0.7894736842105263,3040
Albury,0.0,0.3618421052631579,0.3618421052631579,0.9539473684210527,100.0,100.0,1.0526315789473684,1.0526315789473684,17.269736842105264,1.513157894736842,0.2960526315789474,0.3618421052631579,0.2960526315789474,0.2631578947368421,0.1644736842105263,0.2631578947368421,57.598684210526315,53.059210526315795,0.2960526315789474,0.2631578947368421,0.9539473684210527,0.9539473684210527,3040
AliceSprings,0.0,0.03289473684210526,0.06578947368421052,0.2631578947368421,7.072368421052631,17.105263157894736,1.6776315789473684,1.6776315789473684,7.565789473684211,0.13157894736842105,0.06578947368421052,0.06578947368421052,0.09868421052631579,0.1644736842105263,0.03289473684210526,0.09868421052631579,10.986842105263158,11.875,0.0,0.06578947368421052,0.2631578947368421,0.2960526315789474,3040
BadgerysCreek,0.0,1.1964107676969093,0.9637753406447325,2.6919242273180455,100.0,100.0,2.5257560651379194,2.5257560651379194,14.456630109670987,2.824858757062147,1.6284479893652375,1.5952143569292123,1.794616151545364,1.8278497839813894,5.583250249252243,5.749418411432369,100.0,100.0,1.3625789298770354,1.4622798271851114,2.6919242273180455,2.6919242273180455,3009
Ballarat,0.0,0.03289473684210526,0.03289473684210526,0.39473684210526316,100.0,100.0,1.0197368421052633,1.0197368421052633,2.9934210526315788,0.5921052631578948,0.2631578947368421,0.13157894736842105,0.6907894736842105,0.2302631578947368,0.7894736842105263,0.855263157894737,17.960526315789473,34.473684210526315,0.39473684210526316,0.19736842105263158,0.39473684210526316,0.39473684210526316,3040
Bendigo,0.0,0.06578947368421052,0.1644736842105263,0.19736842105263158,61.01973684210527,100.0,1.348684210526316,1.3157894736842104,8.026315789473685,1.4144736842105263,0.13157894736842105,0.13157894736842105,0.2302631578947368,0.06578947368421052,0.4934210526315789,0.3289473684210526,31.842105263157894,25.394736842105264,0.09868421052631579,0.06578947368421052,0.19736842105263158,0.19736842105263158,3040
Brisbane,0.0,0.281866583150642,0.4384591293454432,1.0021922956467273,0.5950516755402443,1.5346069527090511,1.2840588787973692,1.2840588787973692,2.192295646727216,1.0648293141246477,0.03131850923896023,0.2505480739116818,0.1252740369558409,0.46977763858440336,0.03131850923896023,0.2505480739116818,0.03131850923896023,0.06263701847792046,0.1252740369558409,0.46977763858440336,1.0021922956467273,1.0021922956467273,3193
Cairns,0.0,0.03289473684210526,0.0,1.710526315789474,12.171052631578947,15.657894736842104,0.625,0.5921052631578948,1.4144736842105263,0.13157894736842105,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.0,0.03289473684210526,0.0,6.809210526315789,7.565789473684211,0.03289473684210526,0.0,1.710526315789474,1.710526315789474,3040
Canberra,0.0,0.17462165308498254,0.08731082654249127,0.5238649592549476,46.682188591385334,55.73341094295693,9.866123399301513,9.807916181606519,15.745052386495924,6.635622817229336,6.664726426076833,6.490104772991851,1.8335273573923165,0.3492433061699651,6.577415599534342,6.431897555296858,31.199068684516877,36.75785797438883,0.5238649592549476,0.2037252619324796,0.5238649592549476,0.5238649592549476,3436
Cobar,0.0,0.19940179461615154,0.09970089730807577,0.6979062811565304,11.399135925556664,81.7215021601861,1.3958125623130608,1.3958125623130608,0.897308075772682,0.4985044865403789,0.5649717514124294,0.3988035892323031,4.154204054503157,4.154204054503157,0.9970089730807578,0.8640744433366567,12.628780325689599,10.23595879029578,0.26586905948820205,0.2326354270521768,0.6979062811565304,0.6979062811565304,3009
CoffsHarbour,0.0,0.4985044865403789,0.6314390162844798,1.8610834164174144,40.67796610169492,50.34895314057827,11.930874044533066,11.930874044533066,11.532070455300765,10.069790628115653,9.837155201063476,9.803921568627452,0.6314390162844798,0.7311399135925557,10.335659687603856,10.36889332003988,27.018943170488534,25.85576603522765,0.4985044865403789,0.4652708541043536,1.8610834164174144,1.8610834164174144,3009
Dartmoor,0.0,2.293120638085743,2.0937188434695915,2.226653373213692,13.59255566633433,14.722499169159189,2.293120638085743,2.293120638085743,18.876703223662346,3.256895978730475,2.1934197407776668,2.1269524759056164,7.577268195413758,7.477567298105684,2.1269524759056164,2.160186108341642,100.0,100.0,2.160186108341642,2.1269524759056164,2.226653373213692,2.1934197407776668,3009
Darwin,0.0,0.03131850923896023,0.03131850923896023,0.0,1.6911994989038521,0.1252740369558409,1.4406514249921702,1.3153773880363295,0.8769182586908864,0.09395552771688068,0.06263701847792046,0.06263701847792046,0.03131850923896023,0.06263701847792046,0.03131850923896023,0.06263701847792046,0.03131850923896023,0.09395552771688068,0.0,0.06263701847792046,0.0,0.03131850923896023,3193
GoldCoast,0.0,0.09868421052631579,0.2302631578947368,1.9736842105263157,100.0,100.0,3.9473684210526314,3.9473684210526314,2.138157894736842,1.151315789473684,1.3157894736842104,1.0197368421052633,0.4605263157894736,0.39473684210526316,0.03289473684210526,0.03289473684210526,100.0,100.0,0.03289473684210526,0.03289473684210526,1.9736842105263157,1.9736842105263157,3040
Hobart,0.0,0.0,0.03131850923896023,0.15659254619480112,0.2192295646727216,0.4384591293454432,0.7203257124960851,0.7203257124960851,1.2840588787973692,0.6263701847792045,0.0,0.06263701847792046,0.31318509238960224,0.40714062010648294,0.03131850923896023,0.03131850923896023,36.42342624491074,36.580018791105545,0.03131850923896023,0.06263701847792046,0.15659254619480112,0.15659254619480112,3193
Katherine,0.0,3.1051964512040557,2.5348542458808616,1.1406844106463878,5.893536121673003,100.0,1.837769328263625,1.837769328263625,2.5348542458808616,1.1406844106463878,0.06337135614702154,0.38022813688212925,5.133079847908745,52.97845373891001,0.06337135614702154,0.3168567807351077,2.5982256020278833,45.8808618504436,2.6615969581749046,45.8808618504436,1.1406844106463878,1.2040557667934093,1578
Launceston,0.0,0.19736842105263158,0.19736842105263158,0.39473684210526316,95.36184210526316,100.0,1.118421052631579,1.0855263157894737,15.131578947368421,1.8421052631578945,0.1644736842105263,0.3618421052631579,0.19736842105263158,0.3289473684210526,37.92763157894737,37.92763157894737,76.15131578947368,75.59210526315789,0.19736842105263158,0.3289473684210526,0.39473684210526316,0.39473684210526316,3040
Melbourne,0.0,15.032884434700907,15.06420294393987,23.73943000313185,0.09395552771688068,0.03131850923896023,0.4384591293454432,0.4384591293454432,1.5659254619480114,0.3758221108675227,0.06263701847792046,0.0,15.09552145317883,15.252113999373629,15.032884434700907,15.12683996241779,32.383338553084876,34.638271218290015,15.06420294393987,15.15815847165675,23.73943000313185,23.73943000313185,3193
MelbourneAirport,0.0,0.0,0.0,0.0,0.09970089730807577,0.03323363243602526,0.4985044865403789,0.4985044865403789,1.3293452974410103,0.43203722166832836,0.03323363243602526,0.0,0.26586905948820205,0.29910269192422734,0.0,0.0,0.0,0.03323363243602526,0.0,0.0,0.0,0.0,3009
Mildura,0.0,0.0,0.0,0.06646726487205051,3.8883349950149553,4.42007311399136,0.16616816218012628,0.16616816218012628,3.0574941841143235,0.29910269192422734,0.06646726487205051,0.03323363243602526,0.09970089730807577,0.13293452974410103,0.13293452974410103,0.06646726487205051,2.7916251246261217,4.918577600531738,0.03323363243602526,0.03323363243602526,0.06646726487205051,0.06646726487205051,3009
Moree,0.0,0.06646726487205051,0.0,5.151213027583915,23.82851445663011,31.704885343968098,2.59222333000997,2.558989697573945,3.589232303090728,1.8278497839813894,1.3625789298770354,1.3625789298770354,0.13293452974410103,0.16616816218012628,0.0,0.03323363243602526,17.879694250581586,13.426387504154205,0.0,0.0,5.151213027583915,5.151213027583915,3009
MountGambier,0.0,0.06578947368421052,0.1644736842105263,0.2960526315789474,13.486842105263158,14.572368421052632,1.7434210526315788,1.710526315789474,2.763157894736842,0.5921052631578948,0.2960526315789474,0.3289473684210526,0.39473684210526316,0.3289473684210526,0.06578947368421052,0.1644736842105263,3.618421052631579,3.618421052631579,0.06578947368421052,0.1644736842105263,0.2960526315789474,0.3289473684210526,3040
MountGinini,0.0,2.9934210526315788,1.7434210526315788,4.375,100.0,100.0,10.493421052631579,10.493421052631579,8.223684210526317,7.631578947368421,7.236842105263158,7.1381578947368425,14.342105263157896,10.230263157894736,100.0,100.0,100.0,100.0,13.782894736842104,9.703947368421053,4.375,4.375,3040
Newcastle,0.0,11.385324119776243,7.732806844356696,2.7640671273445214,100.0,100.0,100.0,100.0,46.75880223757815,43.40243501151695,8.390918065153011,31.227377426785125,7.864429088515959,30.865416255347156,100.0,100.0,7.93024021059559,30.700888450148074,7.699901283316881,30.66798288910826,2.7640671273445214,2.7640671273445214,3039
Nhil,0.0,0.3168567807351077,0.38022813688212925,0.5703422053231939,100.0,100.0,0.697084917617237,0.697084917617237,3.1685678073510775,0.3168567807351077,0.3168567807351077,0.3168567807351077,0.3168567807351077,0.3168567807351077,0.3168567807351077,0.3168567807351077,100.0,100.0,0.3168567807351077,0.3168567807351077,0.5703422053231939,0.5703422053231939,1578
NorahHead,0.0,0.9986684420772304,0.9986684420772304,2.4966711051930757,100.0,100.0,1.7976031957390146,1.7976031957390146,3.561917443408788,1.5978695073235687,1.3315579227696404,1.0985352862849533,1.3315579227696404,1.0652463382157125,1.1318242343541944,0.8655126498002662,100.0,100.0,1.3315579227696404,1.0319573901464714,2.4966711051930757,2.4966711051930757,3004
NorfolkIsland,0.0,0.03323363243602526,0.03323363243602526,1.4955134596211366,7.7766699900299106,14.589564639415087,1.4955134596211366,1.4622798271851114,1.030242605516783,0.16616816218012628,0.26586905948820205,0.06646726487205051,0.16616816218012628,0.06646726487205051,0.26586905948820205,0.06646726487205051,2.1934197407776668,2.0272515785975407,0.16616816218012628,0.06646726487205051,1.4955134596211366,1.4955134596211366,3009
Nuriootpa,0.0,0.36556995679627785,0.29910269192422734,0.19940179461615154,4.054503157195081,5.3506148222000665,1.6284479893652375,1.1299435028248588,4.785643070787637,1.1299435028248588,0.6646726487205051,0.8640744433366567,0.33233632436025257,0.43203722166832836,0.2326354270521768,0.26586905948820205,4.2206713193752075,25.55666334330342,0.16616816218012628,0.2326354270521768,0.19940179461615154,0.2326354270521768,3009
PearceRAAF,0.0,0.7311399135925557,0.6979062811565304,8.20870721169824,100.0,0.16616816218012628,4.818876703223662,4.818876703223662,3.0242605516782985,0.897308075772682,0.6646726487205051,0.8640744433366567,0.6646726487205051,0.897308075772682,0.6979062811565304,0.9305417082087072,34.662678630774344,37.48753738783649,0.5982053838484547,0.8640744433366567,8.20870721169824,8.20870721169824,3009
Penrith,0.0,0.9213557091148403,0.8226390259953932,2.4679170779861797,100.0,100.0,2.1388614675880224,2.1388614675880224,18.39420862125699,2.4350115169463638,1.447844685751892,0.6910167818361304,3.1589338598223096,2.270483711747285,100.0,100.0,100.0,100.0,1.2833168805528135,0.6581112207963146,2.4679170779861797,2.4679170779861797,3039
Perth,0.0,0.0,0.03131850923896023,0.0,0.03131850923896023,0.15659254619480112,0.15659254619480112,0.15659254619480112,4.1966802380206705,0.2192295646727216,0.0,0.03131850923896023,0.281866583150642,0.2505480739116818,0.03131850923896023,0.03131850923896023,0.06263701847792046,0.1252740369558409,0.0,0.03131850923896023,0.0,0.0,3193
PerthAirport,0.0,0.0,0.0,0.0,0.03323363243602526,0.16616816218012628,1.5287470920571617,1.5287470920571617,1.3293452974410103,0.03323363243602526,0.06646726487205051,0.03323363243602526,0.0,0.03323363243602526,0.06646726487205051,0.03323363243602526,0.06646726487205051,0.13293452974410103,0.0,0.03323363243602526,0.0,0.0,3009
Portland,0.0,0.29910269192422734,0.03323363243602526,0.43203722166832836,13.59255566633433,14.722499169159189,1.163177135260884,1.163177135260884,2.326354270521768,0.16616816218012628,0.06646726487205051,0.06646726487205051,1.6284479893652375,0.43203722166832836,0.3988035892323031,0.33233632436025257,13.692256563642404,17.24825523429711,1.5952143569292123,0.3988035892323031,0.43203722166832836,0.43203722166832836,3009
Richmond,0.0,0.6646726487205051,0.4652708541043536,1.927550681289465,46.02858092389498,100.0,1.8943170488534395,1.8278497839813894,28.348288467929546,3.85510136257893,1.429046194749086,1.2296444001329345,1.9607843137254901,1.9940179461615155,0.9637753406447325,1.163177135260884,79.89365237620471,80.6580259222333,1.3293452974410103,1.3958125623130608,1.927550681289465,1.927550681289465,3009
Sale,0.0,0.03323363243602526,0.03323363243602526,0.29910269192422734,39.04951811232968,39.581256231306085,4.685942173479561,4.685942173479561,2.725157859754071,0.5317381189764041,0.13293452974410103,0.16616816218012628,0.6314390162844798,0.4985044865403789,0.4652708541043536,0.4985044865403789,11.897640412097042,13.0275839149219,0.06646726487205051,0.03323363243602526,0.29910269192422734,0.29910269192422734,3009
SalmonGums,0.0,1.3662112629123626,1.332889036987671,1.5328223925358213,100.0,100.0,2.7990669776741086,2.7990669776741086,3.2989003665444856,2.599133622125958,2.332555814728424,2.332555814728424,1.1996001332889037,1.1996001332889037,100.0,100.0,100.0,100.0,1.1996001332889037,1.1996001332889037,1.5328223925358213,1.5328223925358213,3001
Sydney,0.0,0.11961722488038277,0.05980861244019139,0.20933014354066987,1.5251196172248804,0.4784688995215311,31.04066985645933,31.04066985645933,1.674641148325359,0.9868421052631579,0.777511961722488,0.7476076555023924,0.4485645933014354,0.388755980861244,0.6279904306220095,0.5681818181818182,16.985645933014354,16.836124401913878,0.14952153110047847,0.11961722488038277,0.20933014354066987,0.20933014354066987,3344
SydneyAirport,0.0,0.03323363243602526,0.0,0.13293452974410103,1.5287470920571617,0.5317381189764041,1.694915254237288,1.694915254237288,0.26586905948820205,0.13293452974410103,0.09970089730807577,0.03323363243602526,0.06646726487205051,0.13293452974410103,0.26586905948820205,0.09970089730807577,0.13293452974410103,0.0,0.03323363243602526,0.03323363243602526,0.13293452974410103,0.13293452974410103,3009
Townsville,0.0,0.06578947368421052,0.03289473684210526,0.2302631578947368,2.9934210526315788,13.914473684210527,0.756578947368421,0.756578947368421,4.046052631578948,0.03289473684210526,0.06578947368421052,0.03289473684210526,0.0,0.0,0.0,0.0,5.723684210526316,9.11184210526316,0.0,0.0,0.2302631578947368,0.2302631578947368,3040
Tuggeranong,0.0,0.03290556103981573,0.1316222441592629,1.3491280026324448,100.0,100.0,1.3820335636722607,1.3820335636722607,21.224086870681145,1.5465613688713393,0.7568279039157618,0.6581112207963146,0.6581112207963146,0.42777229351760443,0.4935834155972359,0.361961171437973,100.0,100.0,0.6581112207963146,0.42777229351760443,1.3491280026324448,1.3491280026324448,3039
Uluru,0.0,2.2179974651457544,0.4435994930291508,3.5487959442332064,100.0,100.0,3.4220532319391634,3.4220532319391634,4.182509505703422,2.091254752851711,2.2813688212927756,1.9011406844106464,0.9505703422053232,0.25348542458808615,0.6337135614702154,0.25348542458808615,77.9467680608365,73.57414448669202,0.9505703422053232,0.25348542458808615,3.5487959442332064,3.6121673003802277,1578
WaggaWagga,0.0,0.0,0.0,1.0967098703888334,4.586241276171486,14.423396477234963,0.9305417082087072,0.9305417082087072,3.954802259887006,0.4985044865403789,0.0,0.03323363243602526,0.09970089730807577,0.0,0.0,0.0,7.411100033233632,5.749418411432369,0.0,0.0,1.0967098703888334,1.0967098703888334,3009
Walpole,0.0,1.1643379906852962,1.2974051896207583,6.220891550232867,100.0,100.0,3.9254823685961413,2.860944777112442,9.514304723885562,2.7278775781769795,1.097804391217565,0.9647371922821024,2.095808383233533,1.996007984031936,0.9314703925482368,0.8649367930805056,100.0,100.0,0.9314703925482368,0.8649367930805056,6.220891550232867,6.220891550232867,3006
Watsonia,0.0,0.2326354270521768,0.0,0.33233632436025257,0.09970089730807577,0.03323363243602526,1.2296444001329345,1.2296444001329345,6.347623795280824,1.163177135260884,0.03323363243602526,0.03323363243602526,0.4652708541043536,0.0,0.06646726487205051,0.0,0.0,0.03323363243602526,0.4652708541043536,0.0,0.33233632436025257,0.33233632436025257,3009
Williamtown,0.0,0.06646726487205051,0.09970089730807577,15.154536390827516,35.32735127949485,54.96842804918578,4.519774011299435,4.48654037886341,2.8913260219341974,0.5982053838484547,0.5649717514124294,0.26586905948820205,0.26586905948820205,0.2326354270521768,0.3988035892323031,0.36556995679627785,20.006646726487205,21.568627450980394,0.16616816218012628,0.06646726487205051,15.154536390827516,15.154536390827516,3009
Witchcliffe,0.0,0.29910269192422734,0.19940179461615154,1.8943170488534395,100.0,100.0,1.1299435028248588,1.0967098703888334,8.308408109006313,0.6314390162844798,0.19940179461615154,0.06646726487205051,7.976071784646062,7.7766699900299106,4.453306746427384,4.453306746427384,100.0,100.0,0.13293452974410103,0.06646726487205051,1.8943170488534395,1.8943170488534395,3009
Wollongong,0.0,0.4934210526315789,0.3618421052631579,1.9078947368421053,100.0,100.0,1.5789473684210527,1.5789473684210527,4.111842105263158,1.3157894736842104,1.0526315789473684,0.9539473684210527,0.9539473684210527,0.9868421052631579,1.644736842105263,0.625,55.75657894736842,53.38815789473684,0.9539473684210527,0.9539473684210527,1.9078947368421053,1.875,3040
Woomera,0.0,0.13293452974410103,0.09970089730807577,0.5982053838484547,14.589564639415087,33.300099700897306,1.296111665004985,1.296111665004985,0.9637753406447325,0.5982053838484547,0.13293452974410103,0.19940179461615154,0.43203722166832836,0.897308075772682,0.36556995679627785,0.4652708541043536,12.429378531073446,21.900963775340646,0.03323363243602526,0.09970089730807577,0.5982053838484547,0.6314390162844798,3009
